Id,Title,IsUpgraded,Tier,TierSource,TrainingLabel,Axes,Tags,UpgradeCost,UpgradeDesc,Cost,Type,Rarity,Pool,Character,Score,Description,Keywords,SynergyAxesSource,Notes,TierModel,TierModelDelta,TierModelScore
CARD.LARGESSE,하사+,True,A,ml-published,A,SCALING;RANDOM,주의,,,0,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,63,"다른 플레이어가 무작위
[green][gold]강화[/gold]된 [/green]무색 카드를 1장
[gold]손[/gold]으로 가져옵니다.",,SCALING,,A,0,2.59
CARD.LARGESSE,하사,False,A,ml-published,A,SCALING;RANDOM,주의,,,0,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,60,"다른 플레이어가 무작위
[green][gold]강화[/gold]된 [/green]무색 카드를 1장
[gold]손[/gold]으로 가져옵니다.",,SCALING,,A,0,2.59
CARD.LEADING_STRIKE,선제 타격+,True,B,ml-published,A,,,,,1,Attack,Common,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,60,"피해를 6 줍니다.
[gold]단도[/gold]를 2장
[gold]손[/gold]으로 가져옵니다.",Strike,,,B,-1,2.01
CARD.LEADING_STRIKE,선제 타격,False,B,ml-published,B,,,,"피해를 6 줍니다.
[gold]단도[/gold]를 2장
[gold]손[/gold]으로 가져옵니다.",1,Attack,Common,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,57,"피해를 3 줍니다.
[gold]단도[/gold]를 2장
[gold]손[/gold]으로 가져옵니다.",Strike,,,B,-1,2.00
CARD.LEAP,도약+,True,C,ml-published,A,BLOCK,방어,,,1,Skill,Common,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,60,[gold]방어도[/gold]를 12 얻습니다.,,BLOCK,,C,-2,1.63
CARD.LEAP,도약,False,C,ml-published,B,BLOCK,방어,,[gold]방어도[/gold]를 12 얻습니다.,1,Skill,Common,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,57,[gold]방어도[/gold]를 9 얻습니다.,,BLOCK,,C,-2,1.50
CARD.LEGION_OF_BONE,해골 군단+,True,A,ml-published,A,EXHAUST_TAG,소모,,,2,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,66,"모든 플레이어가 [gold]소환[/gold] 8.
[gold]소멸[/gold].",Exhaust,EXHAUST,,A,0,2.98
CARD.LEGION_OF_BONE,해골 군단,False,A,ml-published,A,EXHAUST_TAG,소모,,"모든 플레이어가 [gold]소환[/gold] 8.
[gold]소멸[/gold].",2,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,63,"모든 플레이어가 [gold]소환[/gold] 6.
[gold]소멸[/gold].",Exhaust,EXHAUST,,A,0,2.96
CARD.LEG_SWEEP,다리 걸기+,True,S,ml-published,A,BLOCK;AOE_OTHER;DEBUFF;WEAK,방어;약화,,,2,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,69,"[gold]약화[/gold]를 3 부여합니다.
[gold]방어도[/gold]를 14 얻습니다.",,BLOCK|AOE,,S,+1,3.96
CARD.LEG_SWEEP,다리 걸기,False,S,ml-published,A,BLOCK;AOE_OTHER;DEBUFF;WEAK,방어;약화,,"[gold]약화[/gold]를 3 부여합니다.
[gold]방어도[/gold]를 14 얻습니다.",2,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,66,"[gold]약화[/gold]를 2 부여합니다.
[gold]방어도[/gold]를 11 얻습니다.",,BLOCK|AOE,,S,+1,3.80
CARD.LETHALITY,치사성+,True,S,ml-published,A,SCALING;ETHEREAL_SELF;DURATION,,,,1,Power,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,67,"[gold]휘발성[/gold].
매 턴마다 처음으로
사용하는 공격 카드의
피해량이 75% 증가합니다.",Ethereal,SCALING,,S,+1,3.75
CARD.LETHALITY,치사성,False,S,ml-published,A,SCALING;ETHEREAL_SELF;DURATION,,,"[gold]휘발성[/gold].
매 턴마다 처음으로
사용하는 공격 카드의
피해량이 75% 증가합니다.",1,Power,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,64,"[gold]휘발성[/gold].
매 턴마다 처음으로
사용하는 공격 카드의
피해량이 50% 증가합니다.",Ethereal,SCALING,,S,+1,3.82
CARD.LIFT,부양+,True,A,ml-published,A,BLOCK,방어,,,1,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,63,"다른 플레이어에게
[gold]방어도[/gold]를 16 줍니다.",,BLOCK,,A,0,2.89
CARD.LIFT,부양,False,A,ml-published,A,BLOCK,방어,,"다른 플레이어에게
[gold]방어도[/gold]를 16 줍니다.",1,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,60,"다른 플레이어에게
[gold]방어도[/gold]를 11 줍니다.",,BLOCK,,A,0,2.82
CARD.LIGHTNING_ROD,피뢰침+,True,A,ml-published,A,BLOCK;DURATION;ORB_PRODUCER,방어,,,1,Skill,Common,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,70,"[gold]방어도[/gold]를 7 얻습니다.
다음 2턴 동안 턴 시작 시, [gold]전기[/gold]를 1번 [gold]영창[/gold]합니다.",,BLOCK,,A,0,2.85
CARD.LIGHTNING_ROD,피뢰침,False,A,ml-published,A,BLOCK;DURATION;ORB_PRODUCER,방어,,"[gold]방어도[/gold]를 7 얻습니다.
다음 2턴 동안 턴 시작 시, [gold]전기[/gold]를 1번 [gold]영창[/gold]합니다.",1,Skill,Common,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,67,"[gold]방어도[/gold]를 4 얻습니다.
다음 2턴 동안 턴 시작 시, [gold]전기[/gold]를 1번 [gold]영창[/gold]합니다.",,BLOCK,,A,0,2.89
CARD.LOOP,반복+,True,D,ml-published,A,ORB_PRODUCER;DURATION,,,,1,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,71,"내 턴 시작 시, 가장
오른쪽의 구체의 지속
능력을 [green]2번 [/green]발동시킵니다.",,ORB,,D,-3,0.31
CARD.LOOP,반복,False,D,ml-published,A,ORB_PRODUCER;DURATION,,,,1,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,68,"내 턴 시작 시, 가장
오른쪽의 구체의 지속
능력을 [green]2번 [/green]발동시킵니다.",,ORB,,D,-3,0.31
CARD.LUMINESCE,발광+,True,A,ml-published,A,EXHAUST_TAG;ENERGY;RETAIN_SELF,소모;에너지,,,0,Skill,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,60,"[gold]보존[/gold].
[img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.
[gold]소멸[/gold].",Exhaust|Retain,EXHAUST|ENERGY,,A,0,2.63
CARD.LUMINESCE,발광,False,A,ml-published,B,EXHAUST_TAG;ENERGY;RETAIN_SELF,소모;에너지,,"[gold]보존[/gold].
[img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.
[gold]소멸[/gold].",0,Skill,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,57,"[gold]보존[/gold].
[img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.
[gold]소멸[/gold].",Exhaust|Retain,EXHAUST|ENERGY,,A,0,2.32
CARD.LUNAR_BLAST,달의 세례+,True,C,ml-published,B,COMBO,,,,0,Attack,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,51,"이번 턴에 사용한
스킬 카드 1장당
피해를 5 줍니다.",,,,C,-1,1.23
CARD.LUNAR_BLAST,달의 세례,False,C,ml-published,B,COMBO,,,"이번 턴에 사용한
스킬 카드 1장당
피해를 5 줍니다.",0,Attack,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,48,"이번 턴에 사용한
스킬 카드 1장당
피해를 4 줍니다.",,,,C,-1,1.24
CARD.MACHINE_LEARNING,기계학습+,True,A,ml-published,A,INNATE_SELF;DRAW,드로우,,,1,Power,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,61,"[gold]선천성[/gold].
내 턴 시작 시, 카드를
추가로 1장 뽑습니다.",Innate,,,A,0,2.97
CARD.MACHINE_LEARNING,기계학습,False,A,ml-published,B,DRAW,드로우;강화 가치,,"[gold]선천성[/gold].
내 턴 시작 시, 카드를
추가로 1장 뽑습니다.",1,Power,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,58,"내 턴 시작 시, 카드를
추가로 1장 뽑습니다.",,,,A,0,2.92
CARD.MAD_SCIENCE,괴짜 과학+,True,A,ml-published,A,BLOCK;SCALING;ENERGY;INNATE_SELF;DRAW_CONDITIONAL;DEBUFF;VULN;WEAK;RANDOM;DURATION,드로우;방어;취약;약화;주의,,,1,None,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,64,"[gold]선천성[/gold].
{CardType:choose(Attack|Skill|Power):피해를 {Damage:diff()}{Violence: 만큼 {ViolenceHits:diff()}번|} 줍니다.|[gold]방어도[/gold]를 {Block:diff()} 얻습니다.|}{HasRider:{Sapping:
[gold]약화[/gold]를 {SappingWeak:diff()} 부여합니다.
[gold]취약[/gold]을 {SappingVulnerable:diff()} 부여합니다.|}{Choking:
이번 턴에 카드를 사용할 때마다, 대상 적이 체력을 {ChokingDamage:diff()} 잃습니다.|}{Energized:
{EnergizedEnergy:energyIcons()}를 얻습니다.|}{Wisdom:
카드를 {WisdomCards:diff()}장 뽑습니다.|}{Chaos:
무작위 카드를 1장 [gold]손[/gold]으로 가져옵니다. 이번 턴 동안 그 카드를 비용 없이 사용할 수 있습니다.|}{Expertise:[gold]힘[/gold]을 {ExpertiseStrength:diff()} 얻습니다.
[gold]민첩[/gold]을 {ExpertiseDexterity:diff()} 얻습니다.|}{Curious:파워 카드의 비용이 {CuriousReduction:diff()} {energyPrefix:energyIcons(1)} 감소합니다.|}{Improvement:전투 종료 시, 무작위 카드를 1장 [gold]강화[/gold]합니다.|}|{CardType:choose(Attack|Skill|Power):
???|
???|???}}",Innate,BLOCK|SCALING|ENERGY,,A,0,3.00
CARD.MAD_SCIENCE,괴짜 과학,False,A,ml-published,A,BLOCK;SCALING;ENERGY;DRAW_CONDITIONAL;DEBUFF;VULN;WEAK;RANDOM;DURATION,드로우;방어;취약;약화;주의;강화 가치,,"[gold]선천성[/gold].
{CardType:choose(Attack|Skill|Power):피해를 {Damage:diff()}{Violence: 만큼 {ViolenceHits:diff()}번|} 줍니다.|[gold]방어도[/gold]를 {Block:diff()} 얻습니다.|}{HasRider:{Sapping:
[gold]약화[/gold]를 {SappingWeak:diff()} 부여합니다.
[gold]취약[/gold]을 {SappingVulnerable:diff()} 부여합니다.|}{Choking:
이번 턴에 카드를 사용할 때마다, 대상 적이 체력을 {ChokingDamage:diff()} 잃습니다.|}{Energized:
{EnergizedEnergy:energyIcons()}를 얻습니다.|}{Wisdom:
카드를 {WisdomCards:diff()}장 뽑습니다.|}{Chaos:
무작위 카드를 1장 [gold]손[/gold]으로 가져옵니다. 이번 턴 동안 그 카드를 비용 없이 사용할 수 있습니다.|}{Expertise:[gold]힘[/gold]을 {ExpertiseStrength:diff()} 얻습니다.
[gold]민첩[/gold]을 {ExpertiseDexterity:diff()} 얻습니다.|}{Curious:파워 카드의 비용이 {CuriousReduction:diff()} {energyPrefix:energyIcons(1)} 감소합니다.|}{Improvement:전투 종료 시, 무작위 카드를 1장 [gold]강화[/gold]합니다.|}|{CardType:choose(Attack|Skill|Power):
???|
???|???}}",1,None,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,61,"{CardType:choose(Attack|Skill|Power):피해를 {Damage:diff()}{Violence: 만큼 {ViolenceHits:diff()}번|} 줍니다.|[gold]방어도[/gold]를 {Block:diff()} 얻습니다.|}{HasRider:{Sapping:
[gold]약화[/gold]를 {SappingWeak:diff()} 부여합니다.
[gold]취약[/gold]을 {SappingVulnerable:diff()} 부여합니다.|}{Choking:
이번 턴에 카드를 사용할 때마다, 대상 적이 체력을 {ChokingDamage:diff()} 잃습니다.|}{Energized:
{EnergizedEnergy:energyIcons()}를 얻습니다.|}{Wisdom:
카드를 {WisdomCards:diff()}장 뽑습니다.|}{Chaos:
무작위 카드를 1장 [gold]손[/gold]으로 가져옵니다. 이번 턴 동안 그 카드를 비용 없이 사용할 수 있습니다.|}{Expertise:[gold]힘[/gold]을 {ExpertiseStrength:diff()} 얻습니다.
[gold]민첩[/gold]을 {ExpertiseDexterity:diff()} 얻습니다.|}{Curious:파워 카드의 비용이 {CuriousReduction:diff()} {energyPrefix:energyIcons(1)} 감소합니다.|}{Improvement:전투 종료 시, 무작위 카드를 1장 [gold]강화[/gold]합니다.|}|{CardType:choose(Attack|Skill|Power):
???|
???|???}}",,BLOCK|SCALING|ENERGY,,A,0,3.00
CARD.MAKE_IT_SO,그렇게 하라+,True,A,ml-published,B,,,,,0,Attack,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,59,"피해를 9 줍니다.
한 턴에 스킬 카드를 3장
사용할 때마다, 이 카드를
[gold]손[/gold]으로 가져옵니다.",,,,A,+1,2.71
CARD.MAKE_IT_SO,그렇게 하라,False,A,ml-published,B,,,,"피해를 9 줍니다.
한 턴에 스킬 카드를 3장
사용할 때마다, 이 카드를
[gold]손[/gold]으로 가져옵니다.",0,Attack,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,56,"피해를 6 줍니다.
한 턴에 스킬 카드를 3장
사용할 때마다, 이 카드를
[gold]손[/gold]으로 가져옵니다.",,,,A,+1,2.84
CARD.MALAISE,불쾌+,True,S,ml-published,A,EXHAUST_TAG;DEBUFF;WEAK,소모;약화,,,0,Skill,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,70,"적이 [gold]힘[/gold]을 X[green]+1[/green] 잃습니다.
[gold]약화[/gold]를 X[green]+1[/green] 부여합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,S,+1,3.92
CARD.MALAISE,불쾌,False,S,ml-published,A,EXHAUST_TAG;DEBUFF;WEAK,소모;약화,,,0,Skill,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,67,"적이 [gold]힘[/gold]을 X[green]+1[/green] 잃습니다.
[gold]약화[/gold]를 X[green]+1[/green] 부여합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,S,+1,3.92
CARD.MANGLE,난도질+,True,C,ml-published,A,DURATION,,,,3,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,62,"피해를 20 줍니다.
이번 턴 동안 적이
[gold]힘[/gold]을 15 잃습니다.",,,,C,-2,1.13
CARD.MANGLE,난도질,False,C,ml-published,B,DURATION,,,"피해를 20 줍니다.
이번 턴 동안 적이
[gold]힘[/gold]을 15 잃습니다.",3,Attack,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,59,"피해를 15 줍니다.
이번 턴 동안 적이
[gold]힘[/gold]을 10 잃습니다.",,,,C,-2,1.11
CARD.MANIFEST_AUTHORITY,권위 행사+,True,C,ml-published,A,BLOCK;SCALING;RANDOM,방어;주의,,,1,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,67,"[gold]방어도[/gold]를 8 얻습니다.
무작위[green] [gold]강화[/gold]된[/green] 무색 카드를
1장 [gold]손[/gold]으로 가져옵니다.",,BLOCK|SCALING,,C,-2,1.43
CARD.MANIFEST_AUTHORITY,권위 행사,False,C,ml-published,A,BLOCK;SCALING;RANDOM,방어;주의,,"[gold]방어도[/gold]를 8 얻습니다.
무작위[green] [gold]강화[/gold]된[/green] 무색 카드를
1장 [gold]손[/gold]으로 가져옵니다.",1,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,64,"[gold]방어도[/gold]를 7 얻습니다.
무작위[green] [gold]강화[/gold]된[/green] 무색 카드를
1장 [gold]손[/gold]으로 가져옵니다.",,BLOCK|SCALING,,C,-2,1.09
CARD.MASTER_OF_STRATEGY,전략의 천재+,True,S,ml-published,A,EXHAUST_TAG;DRAW,드로우;소모,,,0,Skill,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,68,"카드를 4장 뽑습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,S,+1,3.65
CARD.MASTER_OF_STRATEGY,전략의 천재,False,S,ml-published,A,EXHAUST_TAG;DRAW,드로우;소모,,"카드를 4장 뽑습니다.
[gold]소멸[/gold].",0,Skill,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,65,"카드를 3장 뽑습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,S,+1,3.67
CARD.MASTER_PLANNER,설계의 대가+,True,C,ml-published,S,CUNNING_PRODUCER,,,,1,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,73,"스킬 카드를 사용 시,
그 카드가 [gold]교활[/gold]을 얻습니다.",,,,C,-3,1.27
CARD.MASTER_PLANNER,설계의 대가,False,C,ml-published,A,CUNNING_PRODUCER,강화 가치+,1,,2,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,67,"스킬 카드를 사용 시,
그 카드가 [gold]교활[/gold]을 얻습니다.",,,,C,-3,1.38
CARD.MAUL,할퀴기+,True,A,ml-published,A,SCALING,,,,1,Attack,Ancient,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,63,"피해를 6만큼 2번 줍니다.
이번 전투 동안
모든 할퀴기 카드의
피해량이 2 증가합니다.",,SCALING,,A,0,2.81
CARD.MAUL,할퀴기,False,A,ml-published,A,SCALING,,,"피해를 6만큼 2번 줍니다.
이번 전투 동안
모든 할퀴기 카드의
피해량이 2 증가합니다.",1,Attack,Ancient,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,60,"피해를 5만큼 2번 줍니다.
이번 전투 동안
모든 할퀴기 카드의
피해량이 1 증가합니다.",,SCALING,,A,0,2.68
CARD.MAYHEM,대혼란+,True,C,ml-published,A,,,,,1,Power,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,61,"내 턴 시작 시,
[gold]뽑을 카드 더미[/gold] 맨 위의
카드를 사용합니다.",,,,C,-2,1.04
CARD.MAYHEM,대혼란,False,C,ml-published,B,,강화 가치+,1,,2,Power,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,55,"내 턴 시작 시,
[gold]뽑을 카드 더미[/gold] 맨 위의
카드를 사용합니다.",,,,C,-2,1.03
CARD.MELANCHOLY,비애+,True,B,ml-published,S,BLOCK;ENERGY,방어;에너지,,,3,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,72,"[gold]방어도[/gold]를 17 얻습니다.
누군가 죽을 때마다
이 카드의 비용이
[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img] 감소합니다.",,BLOCK|ENERGY,,B,-2,2.16
CARD.MELANCHOLY,비애,False,B,ml-published,A,BLOCK;ENERGY,방어;에너지,,"[gold]방어도[/gold]를 17 얻습니다.
누군가 죽을 때마다
이 카드의 비용이
[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img] 감소합니다.",3,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,69,"[gold]방어도[/gold]를 13 얻습니다.
누군가 죽을 때마다
이 카드의 비용이
[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img] 감소합니다.",,BLOCK|ENERGY,,B,-2,2.10
CARD.MEMENTO_MORI,메멘토 모리+,True,D,ml-published,B,SCALING,,,,1,Attack,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,58,"피해를 11 줍니다.
이번 턴에 버린 카드 1장당 피해량이 5 증가합니다.",,SCALING,,D,-2,0.35
CARD.MEMENTO_MORI,메멘토 모리,False,D,ml-published,B,SCALING,,,"피해를 11 줍니다.
이번 턴에 버린 카드 1장당 피해량이 5 증가합니다.",1,Attack,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,55,"피해를 9 줍니다.
이번 턴에 버린 카드 1장당 피해량이 4 증가합니다.",,SCALING,,D,-2,0.32
CARD.METAMORPHOSIS,탈바꿈+,True,B,ml-published,B,EXHAUST_TAG;RANDOM,소모;주의,,,2,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,57,"[gold]뽑을 카드 더미[/gold]에
무작위 공격 카드를
5장 추가합니다.
이번 전투 동안 그 카드들을
비용 없이 사용할 수 있습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,B,0,1.94
CARD.METAMORPHOSIS,탈바꿈,False,B,ml-published,B,EXHAUST_TAG;RANDOM,소모;주의,,"[gold]뽑을 카드 더미[/gold]에
무작위 공격 카드를
5장 추가합니다.
이번 전투 동안 그 카드들을
비용 없이 사용할 수 있습니다.
[gold]소멸[/gold].",2,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,54,"[gold]뽑을 카드 더미[/gold]에
무작위 공격 카드를
3장 추가합니다.
이번 전투 동안 그 카드들을
비용 없이 사용할 수 있습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,B,0,1.93
CARD.METEOR_SHOWER,유성우+,True,S,ml-published,A,AOE_OTHER;AOE_DAMAGE;DEBUFF;VULN;WEAK,광역;취약;약화,,,0,Attack,Ancient,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,71,"모든 적에게
피해를 21 줍니다.
모든 적에게 [gold]약화[/gold]와 [gold]취약[/gold]을
2 부여합니다.",,AOE,,S,+1,3.82
CARD.METEOR_SHOWER,유성우,False,S,ml-published,A,AOE_OTHER;AOE_DAMAGE;DEBUFF;VULN;WEAK,광역;취약;약화,,"모든 적에게
피해를 21 줍니다.
모든 적에게 [gold]약화[/gold]와 [gold]취약[/gold]을
2 부여합니다.",0,Attack,Ancient,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,68,"모든 적에게
피해를 14 줍니다.
모든 적에게 [gold]약화[/gold]와 [gold]취약[/gold]을
2 부여합니다.",,AOE,,S,+1,3.84
CARD.METEOR_STRIKE,유성 타격+,True,B,ml-published,A,ORB_PRODUCER,,,,5,Attack,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,62,"피해를 30 줍니다.
[gold]플라즈마[/gold]를 3번 [gold]영창[/gold]합니다.",Strike,,,B,-1,2.05
CARD.METEOR_STRIKE,유성 타격,False,B,ml-published,B,ORB_PRODUCER,,,"피해를 30 줍니다.
[gold]플라즈마[/gold]를 3번 [gold]영창[/gold]합니다.",5,Attack,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,59,"피해를 24 줍니다.
[gold]플라즈마[/gold]를 3번 [gold]영창[/gold]합니다.",Strike,,,B,-1,2.09
CARD.MIMIC,흉내내기+,True,A,ml-published,A,BLOCK;EXHAUST_TAG,방어,,,1,Skill,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,68,"다른 플레이어의 [gold]방어도[/gold]와
동일한 만큼의
[gold]방어도[/gold]를 얻습니다.",Exhaust,BLOCK,,A,0,3.05
CARD.MIMIC,흉내내기,False,A,ml-published,A,EXHAUST_TAG;BLOCK,방어;소모,,"다른 플레이어의 [gold]방어도[/gold]와
동일한 만큼의
[gold]방어도[/gold]를 얻습니다.",1,Skill,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,71,"다른 플레이어의 [gold]방어도[/gold]와
동일한 만큼의
[gold]방어도[/gold]를 얻습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|BLOCK,,A,0,2.99
CARD.MIND_BLAST,정신 공격+,True,C,ml-published,B,INNATE_SELF;DAMAGE,,,,0,Attack,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,56,"[gold]선천성[/gold].
[gold]뽑을 카드 더미[/gold]에 있는
카드의 수만큼
피해를 줍니다.",Innate,,,C,-1,1.04
CARD.MIND_BLAST,정신 공격,False,C,ml-published,B,INNATE_SELF;DAMAGE,강화 가치++,0,,1,Attack,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,53,"[gold]선천성[/gold].
[gold]뽑을 카드 더미[/gold]에 있는
카드의 수만큼
피해를 줍니다.",Innate,,,C,-1,1.01
CARD.MINION_DIVE_BOMB,하수인 투하+,True,A,ml-published,A,EXHAUST_TAG,소모,,,0,Attack,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,62,"피해를 16 줍니다.
[gold]소멸[/gold].",Exhaust|Minion,EXHAUST,,A,0,2.80
CARD.MINION_DIVE_BOMB,하수인 투하,False,A,ml-published,B,EXHAUST_TAG,소모,,"피해를 16 줍니다.
[gold]소멸[/gold].",0,Attack,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,59,"피해를 13 줍니다.
[gold]소멸[/gold].",Exhaust|Minion,EXHAUST,,A,0,2.12
CARD.MINION_SACRIFICE,하수인 희생+,True,A,ml-published,A,EXHAUST_TAG;BLOCK,방어;소모,,,0,Skill,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,63,"[gold]방어도[/gold]를 12 얻습니다.
[gold]소멸[/gold].",Exhaust|Minion,EXHAUST|BLOCK,,A,0,2.89
CARD.MINION_SACRIFICE,하수인 희생,False,A,ml-published,A,EXHAUST_TAG;BLOCK,방어;소모,,"[gold]방어도[/gold]를 12 얻습니다.
[gold]소멸[/gold].",0,Skill,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,60,"[gold]방어도[/gold]를 9 얻습니다.
[gold]소멸[/gold].",Exhaust|Minion,EXHAUST|BLOCK,,A,0,2.89
